Symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
5033404E19Rik	0.37521038	0.064321219	1.709923235	0.037616436	0.969993503	NA
5033406O09Rik	0.545057458	1.025490513	1.753430719	0.584848037	0.558649901	NA
5033411D12Rik	8.087807459	0.515932123	0.377474357	1.366800454	0.17168786	NA
5033414D02Rik	97.22836838	-0.035772885	0.103416861	-0.345909599	0.729410655	0.917506106
5033430I15Rik	94.90661335	0.164261012	0.129845909	1.265045725	0.205854937	0.621995561
5133401N09Rik	1.206981297	0.402818249	1.194639119	0.337188229	0.73597501	NA
5330413P13Rik	165.5070246	-0.024237793	0.089385173	-0.271161223	0.786267036	0.937929939
5330416C01Rik	0	NA	NA	NA	NA	NA
5330417C22Rik	100.342741	-0.10328357	0.106186098	-0.972665654	0.330719501	0.733869873
5330417H12Rik	0	NA	NA	NA	NA	NA
5330426P16Rik	87.67122595	0.575379504	0.12496073	4.604482571	4.13E-06	0.000469314
5330427O13Rik	5.940153209	-0.385714853	0.483224411	-0.798210612	0.42474828	NA
5330432E05Rik	1.520229194	0.820770523	0.853360082	0.961810307	0.3361449	NA
5330434G04Rik	101.3903152	0.047758909	0.109609777	0.435717603	0.663041632	0.896272626
5330437I02Rik	0.967877655	0.759470649	1.27242646	0.59686801	0.550595507	NA
5330439B14Rik	0.123666231	0.785651995	3.06038251	0.256716927	0.797397303	NA
5430400D12Rik	9.024618085	0.105895505	0.360325742	0.293888259	0.76884329	NA
5430401F13Rik	0	NA	NA	NA	NA	NA
5430402E10Rik	0	NA	NA	NA	NA	NA
5430402O13Rik	1.680631359	-0.455086511	0.82497619	-0.551635935	0.581197811	NA
5430405G05Rik	14.88741852	-0.319217894	0.269722655	-1.183504197	0.236609384	NA
5430405H02Rik	8.409852585	0.546621765	0.392682495	1.39201969	0.163916436	NA
5430407P10Rik	1.702775888	0.618257931	0.901453894	0.685845316	0.492810657	NA
5430413K10Rik	0	NA	NA	NA	NA	NA
5430416O09Rik	5.604011261	0.779474436	0.467104697	1.668736025	0.095169706	NA
5430417L22Rik	364.8070002	-0.071478664	0.066857406	-1.069121111	0.2850151	0.694046914
5430419D17Rik	405.3872632	-0.643524317	0.103923845	-6.192268189	5.93E-10	2.26E-07
5430421F17Rik	0	NA	NA	NA	NA	NA
5430421N21Rik	0	NA	NA	NA	NA	NA
5430425J12Rik	0	NA	NA	NA	NA	NA
5430427O19Rik	0.291718491	-1.011077052	1.959855041	-0.515893793	0.605928589	NA
5430435G22Rik	17.2501468	-0.038518959	0.324833634	-0.118580575	0.905607656	NA
5430437P03Rik	470.7863906	-0.12461147	0.054426059	-2.28955524	0.022047112	0.222075052
5530400C23Rik	0	NA	NA	NA	NA	NA
5530401A14Rik	0.860994894	1.848840254	1.215118844	1.521530394	0.12812679	NA
5530601H04Rik	81.83841409	-0.077337308	0.123541398	-0.626003179	0.531312856	0.838584305
5730403B10Rik	833.8407697	-0.050637772	0.042338272	-1.196028303	0.231685514	0.647193311
5730403I07Rik	0.06986416	0.424981613	3.06038251	0.138865521	0.889556417	NA
5730403M16Rik	51.04591044	0.296391581	0.161029658	1.840602444	0.065679839	0.38565669
5730405O15Rik	35.69867771	0.516975097	0.181623125	2.846416715	0.004421429	0.086139704
5730408K05Rik	3.106292649	0.560815612	0.659420654	0.850467162	0.39506541	NA
5730409E04Rik	0	NA	NA	NA	NA	NA
5730409K12Rik	18.9694157	0.495736732	0.278437334	1.780424794	0.075006467	NA
5730416F02Rik	0.126238379	0.785651995	3.06038251	0.256716927	0.797397303	NA
5730416O20Rik	12.63159573	-0.029287651	0.347151873	-0.084365527	0.932765815	NA
5730419I09Rik	11.56822938	0.168577363	0.33436663	0.504169219	0.614142468	NA
5730422E09Rik	4.716560669	-0.140290925	0.561541469	-0.249831816	0.802717414	NA
5730437N04Rik	159.8807694	0.007003525	0.112846834	0.06206222	0.950513283	0.987282739
5730455O13Rik	175.5104388	0.098885432	0.082818486	1.194001927	0.232477214	0.648105409
5730455P16Rik	652.9684035	-0.060040056	0.070689959	-0.849343481	0.395690193	0.772039248
5730457N03Rik	0	NA	NA	NA	NA	NA
5730460C07Rik	0	NA	NA	NA	NA	NA
5730469M10Rik	1058.410035	0.057143692	0.049789167	1.147713348	0.251086919	0.667109542
5730494M16Rik	23.25163397	0.205282094	0.209360797	0.980518307	0.326830337	NA
5730494N06Rik	0.316284793	-0.296351799	1.923055808	-0.154104628	0.87752724	NA
5730507C01Rik	0.147995239	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
5730508B09Rik	27.44490955	0.205545327	0.199565426	1.029964615	0.303026617	0.710079283
5730522E02Rik	3.263559023	0.94207312	0.613958307	1.534425235	0.124925073	NA
5730528L13Rik	1.195536562	0.185606303	0.994368126	0.186657535	0.851929153	NA
5730559C18Rik	0.778157302	-0.124626764	1.298314196	-0.09599122	0.923527546	NA
5730577I03Rik	15.41158077	0.467083165	0.342613092	1.363296311	0.172789144	NA
5730588L14Rik	0.059364607	0.424981613	3.06038251	0.138865521	0.889556417	NA
5730590G19Rik	0.645200099	-0.243564852	1.448541016	-0.168144946	0.86646925	NA
5730596B20Rik	0	NA	NA	NA	NA	NA
5730601F06Rik	0.079999047	0.424981613	3.06038251	0.138865521	0.889556417	NA
5830403L16Rik	0.939671011	-0.34390803	1.22429343	-0.280903272	0.778784591	NA
5830405N20Rik	5.734586008	-0.372620486	0.438780646	-0.849218144	0.395759919	NA
5830411N06Rik	0	NA	NA	NA	NA	NA
5830415F09Rik	23.88296767	0.450248158	0.212534355	2.118472371	0.034135082	NA
5830416P10Rik	1.254767215	0.258986811	0.957795936	0.270398736	0.786853512	NA
5830417I10Rik	465.6610203	-0.053118864	0.075646709	-0.702196634	0.482556544	0.817167531
5830418K08Rik	434.705129	-0.144685173	0.056666839	-2.553259984	0.01067198	0.150210236
5830428M24Rik	0.139728321	0.785651995	3.06038251	0.256716927	0.797397303	NA
5830432E09Rik	0.119347195	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
5830433M19Rik	124.8812222	0.04309266	0.102042394	0.422301537	0.672804936	0.898955024
5830444B04Rik	1.080413326	0.731166478	1.051979666	0.695038604	0.487031109	NA
5830473C10Rik	0	NA	NA	NA	NA	NA
5830477G23Rik	1.23355081	-1.456822213	1.032548493	-1.410899558	0.158274232	NA
5930403L14Rik	14.27627209	-0.689638031	0.404990763	-1.702848789	0.08859637	NA
5930412G12Rik	14.23650983	0.699894084	0.295060063	2.372039361	0.017690206	NA
5930416I19Rik	2.814268198	0.440179926	0.633517388	0.694819012	0.487168732	NA
5930422O12Rik	13.16920279	0.462041861	0.319319108	1.446959637	0.147908229	NA
5930430L01Rik	292.4476783	0.134381329	0.069297931	1.939182413	0.05247913	0.346044401
5930434B04Rik	154.5604141	-0.023313474	0.088206434	-0.264305825	0.791544272	0.940008009
6-Mar	961.9662335	-0.091734198	0.044312162	-2.070181065	0.038435392	0.293908416
6-Sep	4.869963195	0.074864623	0.527589688	0.14189933	0.887159523	NA
6030405A18Rik	18.07355971	-0.09093775	0.237513933	-0.382873328	0.701813688	NA
6030407O03Rik	2.414005124	0.422181947	0.734227108	0.575001852	0.565290045	NA
6030408B16Rik	0.461515722	-1.048238221	1.519065571	-0.690054624	0.490159837	NA
6030419C18Rik	191.0464683	-0.085753289	0.092842352	-0.923644088	0.355671652	0.746980482
6030422M02Rik	13.12445453	-0.475097516	0.296902368	-1.600180957	0.109558445	NA
6030426L16Rik	6.413408136	0.27585852	0.393043371	0.701852619	0.48277108	NA
6030429G01Rik	2.850871887	0.279718279	0.687747725	0.4067164	0.684216294	NA
6030443J06Rik	15.51138668	-0.299151048	0.254230864	-1.176690522	0.239319052	NA
6030445D17Rik	2.079608983	0.387361516	0.759642273	0.509926225	0.610103149	NA
6030446N20Rik	40.91721555	-0.304722873	0.174069651	-1.750580133	0.08001826	0.423228126
6030452D12Rik	0.223605529	0.785660872	2.339172166	0.335871333	0.736967896	NA
6030458C11Rik	305.6147823	0.057338777	0.071421677	0.802820375	0.422078564	0.780443015
6030468B19Rik	0	NA	NA	NA	NA	NA
6030498E09Rik	0.601113835	1.084232815	1.5917884	0.681141296	0.495782089	NA
6230400D17Rik	24.32168401	0.401981993	0.213691298	1.881134124	0.059953676	NA
6230409E13Rik	955.1103975	-0.038530662	0.051318671	-0.750811756	0.452765953	0.798506253
6230416C02Rik	0	NA	NA	NA	NA	NA
6230427J02Rik	2.604140523	-0.076117398	0.602887779	-0.126254671	0.899530336	NA
6330403A02Rik	78.89171723	-0.011846998	0.13025852	-0.090949886	0.927532411	0.981535736
6330403K07Rik	121.8627856	0.1025149	0.110766732	0.925502617	0.354704523	0.746617965
6330403M23Rik	905.0310131	-0.107661815	0.070355847	-1.530246879	0.125955632	0.517275144
6330405D24Rik	6.539742845	-0.173217126	0.40762639	-0.424940904	0.670879755	NA
6330406I15Rik	129.4399381	-0.011434112	0.103656905	-0.110307286	0.912165679	0.976675027
6330407A03Rik	0.137387472	0.785651995	3.06038251	0.256716927	0.797397303	NA
6330407J23Rik	487.2224721	0.029171226	0.067221122	0.43395923	0.664318047	0.896272626
6330408A02Rik	220.9611457	0.062192529	0.085606744	0.72649099	0.467537829	0.808117086
6330409D20Rik	4.862007543	0.428971831	0.461632965	0.929248698	0.352760216	NA
6330409N04Rik	212.1769967	0.067636889	0.094791541	0.713532959	0.475516026	0.813824271
6330411D24Rik	2.287278767	1.131621052	0.79926539	1.415826416	0.156826333	NA
6330415B21Rik	5.602007395	0.489527907	0.478204263	1.023679515	0.305986674	NA
6330415G19Rik	21.96830342	0.17829252	0.303883566	0.586713266	0.557396296	NA
6330416G13Rik	46.60792734	-0.079601984	0.169581489	-0.469402552	0.638781925	0.888698517
6330416L07Rik	146.7164423	0.023094117	0.081998775	0.281639778	0.778219736	0.934687196
6330420H09Rik	0.8185013	0.846401841	1.309343228	0.646432366	0.517999385	NA
6330439K17Rik	677.1878021	0.046482665	0.070204131	0.662107269	0.507902478	0.827523206
6330503K22Rik	413.9569303	0.098408881	0.069425308	1.417478494	0.156343078	0.559099351
6330512M04Rik	20.01195266	0.141510535	0.250458577	0.565005743	0.572069858	NA
6330527O06Rik	459.8617962	0.04901867	0.063629419	0.770377466	0.441076016	0.793041676
6330545A04Rik	7.270371035	-0.312364265	0.413369232	-0.755654366	0.449856451	NA
6330549D23Rik	14.04073674	0.134142891	0.25453045	0.527020994	0.59817901	NA
6330577E15Rik	932.6808992	0.060668687	0.045292446	1.33948797	0.180411868	0.588292947
6330578E17Rik	615.323907	-0.122500965	0.047769257	-2.564431046	0.010334511	0.147998523
6430411K18Rik	6.466865269	0.467205672	0.403251854	1.158595221	0.246621218	NA
6430527G18Rik	710.8120609	-0.113149561	0.056684735	-1.996120478	0.04592081	0.325354069
6430531B16Rik	3.966935106	0.682763229	0.592994125	1.151382788	0.249574792	NA
6430548M08Rik	8.778857673	-0.021526317	0.392777436	-0.05480538	0.956293514	NA
6430550D23Rik	0.632177336	-0.541028628	1.298511987	-0.416652779	0.676932399	NA
6430562O15Rik	67.45604746	-0.408439777	0.193842535	-2.107069929	0.035111518	0.282072097
6430571L13Rik	292.3359458	-0.086507914	0.066345595	-1.303898394	0.192268228	0.606107262
6430573F11Rik	49.74653468	-0.121605884	0.142660899	-0.852412153	0.393985377	0.771554697
6430598A04Rik	239.3892459	-0.008499603	0.080989514	-0.104946951	0.916417903	0.977335327
6430704M03Rik	426.3841755	0.030877867	0.06144677	0.502514087	0.615305946	0.879963631
6530401D17Rik	258.9200111	-0.130585246	0.07732924	-1.68869171	0.091278525	0.449017492
6530401N04Rik	106.8943555	0.047985269	0.098778736	0.485785413	0.627119318	0.883732136
6530402F18Rik	1690.852446	0.095909881	0.06731102	1.424876368	0.154192942	0.556404771
6530409C15Rik	3.048677157	-0.667490178	0.651497339	-1.024547818	0.305576597	NA
6530411M01Rik	0.413019272	-0.692692638	1.670657342	-0.414622808	0.678418049	NA
6530418L21Rik	37.56900819	0.354324594	0.231418698	1.531097517	0.125745293	0.517184477
6720401G13Rik	82.86950727	0.030897157	0.14350344	0.215306035	0.829528724	0.952458239
6720416L17Rik	0	NA	NA	NA	NA	NA
6720456B07Rik	264.7124767	0.044977997	0.069596683	0.646266382	0.518106855	0.833235158
6720456H20Rik	428.7733694	0.032084777	0.065445829	0.490249372	0.623957448	0.882891513
6720457D02Rik	2.556882547	-1.082361465	0.665817458	-1.625612924	0.104032024	NA
6720463M24Rik	14.81162999	0.516166955	0.270229543	1.910105567	0.056119622	NA
6720468P15Rik	6.655827116	-0.58733832	0.430826948	-1.363281295	0.172793875	NA
6720489N17Rik	17.91055088	-0.07784957	0.250047493	-0.311339136	0.755542818	NA
6820408C15Rik	14.95786116	0.315712176	0.294697942	1.071307705	0.284031096	NA
6820426E19Rik	0.068693736	0.424981613	3.06038251	0.138865521	0.889556417	NA
6820431F20Rik	3564.296762	0.027284346	0.048713065	0.560103237	0.575409023	0.859809364
7-Mar	526.2700982	0.058009133	0.075538638	0.767939882	0.442522902	0.793730671
7-Sep	1642.742486	0.088206195	0.056158725	1.570658788	0.116261927	0.499154324
7120451J01Rik	72.79319112	0.2495271	0.190813009	1.307704861	0.190973434	0.604598091
7420416P09Rik	0	NA	NA	NA	NA	NA
7420426K07Rik	0	NA	NA	NA	NA	NA
7420461P10Rik	0	NA	NA	NA	NA	NA
7530420F21Rik	0.061833116	0.424981613	3.06038251	0.138865521	0.889556417	NA
8-Mar	354.8555617	-0.107325298	0.072308008	-1.484279559	0.137734771	0.535752695
8-Sep	956.9395133	-0.086748884	0.052144218	-1.663633819	0.096185629	0.458637094
8030411F24Rik	0	NA	NA	NA	NA	NA
8030423F21Rik	1.537474143	0.541236833	0.984230813	0.549908443	0.582382173	NA
8030423J24Rik	0	NA	NA	NA	NA	NA
8030453O22Rik	1.908822036	0.05900053	0.818192259	0.072110839	0.9425137	NA
8030462N17Rik	848.0938202	0.064719633	0.048916755	1.32305656	0.185816569	0.59659253
8030474K03Rik	0.295334556	-0.296352756	2.46397852	-0.120274083	0.904266034	NA
8430406I07Rik	93.99284775	0.064033627	0.105666815	0.605995619	0.544517662	0.845873462
8430408G22Rik	0	NA	NA	NA	NA	NA
8430410A17Rik	65.23287786	0.225138467	0.16124715	1.396232227	0.162644575	0.565333655
8430410K20Rik	589.7706772	0.035743076	0.059103447	0.604754505	0.545342126	0.846168579
8430419L09Rik	623.2857039	-0.083854163	0.073851478	-1.135443258	0.256189644	0.671096188
8430426H19Rik	1.104262923	-2.201543089	1.143827642	-1.924715761	0.054264928	NA
8430426J06Rik	0.567988344	-0.884726326	1.37729863	-0.642363469	0.520637213	NA
8430427H17Rik	19.66792274	0.26504787	0.237395774	1.116480996	0.2642163	NA
8430429K09Rik	20.5715087	0.07805779	0.271794627	0.287194014	0.77396377	NA
8430431K14Rik	15.12209861	0.331609057	0.338796741	0.97878467	0.327686386	NA
9-Mar	194.2271262	-0.091549926	0.095386557	-0.959778074	0.33716692	0.738592438
9-Sep	3.609239822	0.78543263	0.581980232	1.34958644	0.177148676	NA
9030025P20Rik	46.96091886	0.211938288	0.151851958	1.39569019	0.16280781	0.565333655
9030224M15Rik	0.464696067	-0.50599412	1.791433341	-0.282452106	0.777596866	NA
9030409G11Rik	41.50611322	0.164430828	0.183208242	0.897507808	0.369448009	0.756951767
9030418K01Rik	181.8846266	-0.232937322	0.086791483	-2.683873051	0.007277473	0.117835971
9030425E11Rik	102.9071392	-0.061760891	0.137371268	-0.44959104	0.65300535	0.894570374
9030612E09Rik	12.41650991	0.341647356	0.302208724	1.130501303	0.25826505	NA
9030617O03Rik	52.19141162	0.479369422	0.176350449	2.718277306	0.006562281	0.110083302
9030619P08Rik	0.058868447	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
9030624G23Rik	84.28138185	0.152145042	0.118988957	1.278648424	0.201020889	0.614701023
9030624J02Rik	316.2372155	-0.143746483	0.07189274	-1.999457578	0.045558867	0.324045038
9030625A04Rik	7.026956031	-0.062028615	0.407734047	-0.152130084	0.879084337	NA
9130004J05Rik	23.31248058	0.396203422	0.310592815	1.275636146	0.20208417	NA
9130008F23Rik	4.49003302	-0.227605031	0.526654229	-0.432171658	0.665616657	NA
9130011E15Rik	298.2718447	0.053792663	0.067685111	0.794748839	0.426759617	0.783970883
9130011J15Rik	353.755411	0.025227624	0.082501145	0.30578514	0.759768244	0.927025009
9130014G24Rik	1.870311412	-0.417576025	0.838919925	-0.49775433	0.618657209	NA
9130015A21Rik	0.068693736	0.424981613	3.06038251	0.138865521	0.889556417	NA
9130017K11Rik	0.118757636	0.064312919	3.06038251	0.021014667	0.983233956	NA
9130017N09Rik	11.89079995	0.447366955	0.404648674	1.105568814	0.268913194	NA
9130019O22Rik	52.11175347	-0.07866183	0.141630279	-0.555402633	0.578619292	0.860219899
9130019P16Rik	0.61233007	1.769118805	1.330413333	1.329751259	0.18360024	NA
9130023H24Rik	126.0808028	0.110342942	0.10230476	1.078570939	0.280779042	0.690370147
9130024F11Rik	4.258900565	0.238838968	0.519965055	0.459336576	0.645992486	NA
9130204L05Rik	0	NA	NA	NA	NA	NA
9130206I24Rik	4.228541881	0.184136294	0.599789516	0.307001522	0.758842214	NA
9130208D14Rik	0.079999047	0.424981613	3.06038251	0.138865521	0.889556417	NA
9130209A04Rik	0	NA	NA	NA	NA	NA
9130213A22Rik	7.377397841	0.056982842	0.429758086	0.132592834	0.8945154	NA
9130227L01Rik	0.423326794	-0.915589521	1.813994461	-0.504736669	0.613743803	NA
9130230L23Rik	0.120957495	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
9130401M01Rik	120.5705227	-0.006508397	0.108302717	-0.060094496	0.952080374	0.987282739
9130404D08Rik	0.052932172	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
9130404H23Rik	0	NA	NA	NA	NA	NA
9130409I23Rik	0.058868447	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
9230009I02Rik	0.23547379	-1.394574322	3.01598446	-0.462394399	0.643798515	NA
9230019H11Rik	0	NA	NA	NA	NA	NA
9230020A06Rik	0.178243979	-1.017695276	2.83247595	-0.359295293	0.719374195	NA
9230102K24Rik	0	NA	NA	NA	NA	NA
9230104L09Rik	0.38517991	1.521914265	2.062423533	0.737925184	0.460559914	NA
9230105E10Rik	0.248414624	0.06431957	2.027607934	0.031721897	0.974693832	NA
9230107M04Rik	0	NA	NA	NA	NA	NA
9230109A22Rik	0	NA	NA	NA	NA	NA
9230110C19Rik	18.79636071	0.354910374	0.26719555	1.328279505	0.184085788	NA
9230110F15Rik	0	NA	NA	NA	NA	NA
9230112D13Rik	0	NA	NA	NA	NA	NA
9230113P08Rik	0.175131855	0.424985153	2.849434958	0.149147168	0.881437508	NA
9230114K14Rik	117.28733	0.003757027	0.11480256	0.032725987	0.973893101	0.993637323
9230115E21Rik	0.192072085	-0.296353741	2.425408026	-0.122187169	0.902750788	NA
9230116N13Rik	10.97204786	-0.199116563	0.30853994	-0.645351014	0.51869974	NA
9330020H09Rik	69.65779828	0.341882854	0.143373009	2.384569151	0.017099134	0.195531255
9330101J02Rik	34.98487744	-0.137049242	0.188852203	-0.725695755	0.468025305	0.808641616
9330102E08Rik	50.34997916	0.001200505	0.153330401	0.007829533	0.993753	0.997962233
9330104G04Rik	19.44781329	0.243785272	0.228628289	1.066295309	0.286290169	NA
9330111N05Rik	0.660779319	-0.641167394	1.445523547	-0.443553753	0.657365248	NA
9330129D05Rik	18.53131428	-0.250439207	0.239359232	-1.046290148	0.295427092	NA
9330133O14Rik	0.8360424	2.194562433	1.482407696	1.480404101	0.138765436	NA
9330151L19Rik	167.7008067	0.202751416	0.089139675	2.274536175	0.022933769	0.224683542
9330154J02Rik	7.410207811	0.093827231	0.454009319	0.206663668	0.836272534	NA
9330154K18Rik	0.351001471	-0.609629944	1.901914836	-0.320534827	0.748562933	NA
9330158H04Rik	4.395676253	-0.041084256	0.545203863	-0.075355768	0.939931651	NA
9330159F19Rik	252.311641	0.183144785	0.064338405	2.846585744	0.004419083	0.086139704
9330159K06	41.32276846	0.005189562	0.173422647	0.029924364	0.976127375	0.994268321
9330161L09Rik	10.94260369	-0.012986995	0.304901387	-0.042594083	0.966025112	NA
9330162B11Rik	0.805677119	0.408772488	1.211578605	0.337388335	0.735824177	NA
9330175E14Rik	0.262299739	-0.657024279	2.228110097	-0.294879629	0.768085834	NA
9330176C04Rik	3.852842146	0.573819786	0.559105513	1.026317526	0.304741939	NA
9330179D12Rik	0.735169816	0.419398298	1.272101439	0.329689351	0.741634701	NA
9330182L06Rik	259.3382176	0.052199937	0.070626822	0.739095089	0.459849259	0.802310996
9330188P03Rik	8.405765146	0.02008396	0.426815584	0.047055358	0.962469107	NA
9430002A10Rik	4.035445555	-0.807876725	0.623596053	-1.295512891	0.195143357	NA
9430007A20Rik	0	NA	NA	NA	NA	NA
9430008C03Rik	0.910141427	-1.799157563	1.208695744	-1.488511539	0.136616041	NA
9430015G10Rik	3.469032918	-0.372608492	0.554389502	-0.672105967	0.501516238	NA
9430016H08Rik	70.93691039	-0.324149406	0.12769378	-2.538490166	0.011133193	0.153755066
9430020K01Rik	451.1530673	0.084162641	0.062565602	1.34519029	0.178563791	0.585643126
9430021M05Rik	28.17244592	0.344257901	0.245646227	1.401437771	0.161083204	0.563736492
9430023L20Rik	74.57642919	0.101397111	0.127837209	0.793173694	0.427676631	0.784809422
9430025M13Rik	3.110384667	-0.641776261	0.57184176	-1.122296947	0.261736204	NA
9430031J16Rik	266.3993592	0.039558293	0.098951869	0.399773078	0.689323662	0.90613541
9430038I01Rik	12.46004749	0.18256116	0.311619676	0.585846061	0.557978967	NA
9430041J12Rik	58.06165483	-0.030450187	0.138504624	-0.219849608	0.825988283	0.950233879
9430060I03Rik	11.72500974	-0.17654436	0.342392267	-0.515620173	0.606119718	NA
9430069I07Rik	0	NA	NA	NA	NA	NA
9430070O13Rik	2.480817225	0.700841206	0.809131768	0.86616449	0.386399963	NA
9430076C15Rik	1.769777766	1.714580485	0.932239405	1.83920619	0.065884865	NA
9430076G02Rik	0.255363507	1.539510694	2.553949021	0.602796173	0.546644293	NA
9430077A04Rik	0.282293654	1.582429289	2.190292153	0.722474071	0.470003061	NA
9430083A17Rik	29.30960059	0.006662075	0.212462829	0.031356425	0.974985292	0.993991217
9430091E24Rik	21.49209306	0.196818086	0.230251534	0.854795982	0.392664103	NA
9530002B09Rik	0	NA	NA	NA	NA	NA
9530002K18Rik	0	NA	NA	NA	NA	NA
9530003J23Rik	0	NA	NA	NA	NA	NA
9530004P13Rik	1.296419122	1.346351363	1.0536355	1.277815111	0.201314625	NA
9530008L14Rik	0	NA	NA	NA	NA	NA
9530009M10Rik	53.61667903	-0.059378838	0.166642015	-0.356325731	0.721596642	0.914336647
9530026P05Rik	4.95103926	0.081943656	0.514961152	0.159125899	0.873569684	NA
9530028C05	7.479907365	-0.502090421	0.393957678	-1.274478072	0.202494039	NA
9530036M11Rik	0.162160607	1.146322377	3.06038251	0.374568334	0.707981527	NA
9530036O11Rik	1.780543152	-0.068404156	0.766540925	-0.089237449	0.928893204	NA
9530051G07Rik	20.18612181	-0.006546987	0.250619953	-0.026123166	0.9791591	NA
9530052C20Rik	7.536997858	-0.236961853	0.365968265	-0.6474929	0.517312988	NA
9530053A07Rik	0	NA	NA	NA	NA	NA
9530059O14Rik	5.507390046	0.054623803	0.448971709	0.121664243	0.903164933	NA
9530068E07Rik	589.0932806	-0.10150349	0.057493423	-1.765480027	0.077483124	0.418204638
9530077C05Rik	63.37043122	0.231322635	0.128261573	1.803522513	0.071306193	0.402221411
9530080O11Rik	5.853592908	-0.681120033	0.444340608	-1.532878202	0.125305868	NA
9530082P21Rik	18.26828714	0.14823079	0.225260173	0.6580426	0.510510758	NA
9530091C08Rik	164.7851699	0.1963797	0.218591796	0.898385501	0.368980064	0.756383797
9630013A20Rik	0	NA	NA	NA	NA	NA
9630013D21Rik	5.808796776	0.353757217	0.453138165	0.7806829	0.43498902	NA
9630014M24Rik	8.595287431	-0.802734549	0.403686915	-1.988507725	0.046755565	NA
9630025I21Rik	142.2584568	0.044230759	0.116200198	0.380642715	0.703468381	0.909822582
9630028B13Rik	13.2451858	0.109585274	0.294522142	0.37207822	0.709834612	NA
9630028H03Rik	0.062383417	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
9630033F20Rik	423.7644367	0.106525455	0.056686937	1.879188743	0.060218726	0.371157475
9630041A04Rik	0	NA	NA	NA	NA	NA
9830001H06Rik	955.1357386	-0.080747089	0.051631488	-1.563911728	0.1178383	0.50168269
9830107B12Rik	0	NA	NA	NA	NA	NA
9830166K06Rik	0.232979561	-0.657024362	2.629787914	-0.249839297	0.802711629	NA
9930012K11Rik	0	NA	NA	NA	NA	NA
9930013L23Rik	95.2100869	0.066599445	0.120274058	0.553730757	0.579763122	0.860410732
9930014A18Rik	16.1737884	-0.146497742	0.265601645	-0.551569406	0.581243402	NA
9930021D14Rik	1.313946514	1.017540065	0.952007031	1.068836712	0.285143254	NA
9930021J03Rik	1257.58344	-0.028353768	0.048033316	-0.590293779	0.554993709	0.851929001
9930022D16Rik	0.058868447	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
9930023K05Rik	0	NA	NA	NA	NA	NA
9930032O22Rik	0.294342237	-1.658671834	2.819398386	-0.58830701	0.556326241	NA
9930038B18Rik	0.229304794	1.460797042	2.314199348	0.631232155	0.52788874	NA
9930104L06Rik	172.3484526	-0.036755168	0.080313063	-0.457648688	0.647204858	0.89143391
9930111J21Rik1	10.67319654	-0.514357641	0.317564139	-1.619696865	0.10529741	NA
9930111J21Rik2	0.062566286	0.424981613	3.06038251	0.138865521	0.889556417	NA
a	0.073997619	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
A030001D20Rik	78.34687507	0.289575034	0.131049194	2.20966665	0.027128306	0.246460697
A030009H04Rik	390.2230397	-0.053571962	0.080109027	-0.668738149	0.503662528	0.826576759
A130010J15Rik	0.144457461	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
A130022J15Rik	168.9422463	0.223213815	0.094187381	2.369890885	0.017793336	0.200885817
A130040M12Rik	120.1813171	0.149897838	0.109246501	1.372106534	0.170030276	0.575757481
A130042E20Rik	86.56548784	0.024718548	0.136832732	0.180647918	0.856643941	0.961348805
A130049A11Rik	14.77423316	0.256328205	0.284912408	0.899673717	0.368293914	NA
A130050O07Rik	40.53534166	0.302152007	0.199521002	1.514386976	0.129927721	0.524334631
A130051J06Rik	1.478157361	0.084923892	0.911443686	0.093175139	0.925764425	NA
A130066N16Rik	8.361484491	0.658299746	0.393173141	1.674325324	0.09406668	NA
A1bg	0.734058781	-0.909643635	1.312770785	-0.69291886	0.488360473	NA
A1cf	0.419402019	-0.263190447	1.567214028	-0.167935229	0.866634235	NA
A230001M10Rik	0.061833116	0.424981613	3.06038251	0.138865521	0.889556417	NA
A230006K03Rik	54.97302517	0.125348554	0.141502584	0.885839331	0.375704113	0.760950659
A230009B12Rik	0.178093821	1.146322377	3.06038251	0.374568334	0.707981527	NA
A230020J21Rik	1.066858645	-2.177287889	1.227409181	-1.773889198	0.07608148	NA
A230028O05Rik	0.820193652	0.045292462	1.302307486	0.034778624	0.972256266	NA
A230045G11Rik	245.1633052	0.347191022	0.082720737	4.197146163	2.70E-05	0.00228875
A230046K03Rik	421.0997456	0.157268306	0.055806166	2.818116998	0.00483062	0.090870028
A230050P20Rik	217.666644	-0.035222116	0.078478339	-0.44881322	0.653566401	0.894729676
A230051G13Rik	39.34983202	-0.184817722	0.187765027	-0.984303229	0.324966442	0.729294693
A230052G05Rik	4.526852341	0.514247643	0.546957611	0.940196522	0.347116766	NA
