source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0007267,cell-cell signaling,0.0017861048751763105,True,"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]",1734,275,36,26944,0.13090909090909092,0.020761245674740483,query_1,"['GO:0007154', 'GO:0023052']"
GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,0.001802634299247481,True,"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]",647,275,19,26944,0.06909090909090909,0.02936630602782071,query_1,"['GO:0000902', 'GO:0048666']"
GO:BP,GO:0042391,regulation of membrane potential,0.0018091399991579547,True,"""Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:jl, GOC:mtg_cardio, GOC:tb, ISBN:0198506732]",484,275,16,26944,0.05818181818181818,0.03305785123966942,query_1,['GO:0065008']
GO:BP,GO:0099537,trans-synaptic signaling,0.0018091399991579547,True,"""Cell-cell signaling in either direction across the synaptic cleft."" [GOC:dos]",883,275,23,26944,0.08363636363636363,0.026047565118912798,query_1,['GO:0099536']
GO:BP,GO:0035556,intracellular signal transduction,0.001821315912779575,True,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",2610,275,48,26944,0.17454545454545456,0.01839080459770115,query_1,['GO:0007165']
GO:CC,GO:0099572,postsynaptic specialization,0.0018278160261494467,True,"""A network of proteins within and adjacent to the postsynaptic membrane. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [PMID:22046028]",427,277,14,26995,0.05054151624548736,0.03278688524590164,query_1,"['GO:0043226', 'GO:0098794']"
GO:BP,GO:0051049,regulation of transport,0.0019816036894528804,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1749,275,36,26944,0.13090909090909092,0.02058319039451115,query_1,"['GO:0006810', 'GO:0032879']"
GO:BP,GO:0006111,regulation of gluconeogenesis,0.0019816036894528804,True,"""Any process that modulates the frequency, rate or extent of gluconeogenesis, the formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol."" [GOC:go_curators]",64,275,6,26944,0.02181818181818182,0.09375,query_1,"['GO:0006094', 'GO:0010906', 'GO:0043255']"
GO:BP,GO:0051093,negative regulation of developmental process,0.0019816036894528804,True,"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",1078,275,26,26944,0.09454545454545454,0.02411873840445269,query_1,"['GO:0032502', 'GO:0048519', 'GO:0050793']"
GO:BP,GO:0034470,ncRNA processing,0.002004502437360582,True,"""Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules."" [GOC:mah, PMID:27573892]",438,275,15,26944,0.05454545454545454,0.03424657534246575,query_1,"['GO:0006396', 'GO:0034660']"
GO:BP,GO:0009314,response to radiation,0.002036354454734544,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]",439,275,15,26944,0.05454545454545454,0.03416856492027335,query_1,['GO:0009628']
GO:BP,GO:0051241,negative regulation of multicellular organismal process,0.0021155583284235696,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1214,275,28,26944,0.10181818181818182,0.023064250411861616,query_1,"['GO:0032501', 'GO:0048519', 'GO:0051239']"
GO:BP,GO:0045595,regulation of cell differentiation,0.002190398551072377,True,"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]",1761,275,36,26944,0.13090909090909092,0.020442930153321975,query_1,"['GO:0030154', 'GO:0050793', 'GO:0050794']"
GO:BP,GO:0032956,regulation of actin cytoskeleton organization,0.002243780031524232,True,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]",344,275,13,26944,0.04727272727272727,0.0377906976744186,query_1,"['GO:0030036', 'GO:0032970', 'GO:0051493']"
GO:BP,GO:0086004,regulation of cardiac muscle cell contraction,0.002243780031524232,True,"""Any process that modulates the frequency, rate or extent of cardiac muscle cell contraction."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",41,275,5,26944,0.01818181818181818,0.12195121951219512,query_1,"['GO:0055117', 'GO:0086003', 'GO:1903115']"
GO:BP,GO:0042592,homeostatic process,0.002243780031524232,True,"""Any biological process involved in the maintenance of an internal steady state."" [GOC:jl, ISBN:0395825172]",1835,275,37,26944,0.13454545454545455,0.020163487738419618,query_1,['GO:0008150']
GO:CC,GO:0005635,nuclear envelope,0.002306242731824689,True,"""The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space)."" [ISBN:0198547684]",492,277,15,26995,0.05415162454873646,0.03048780487804878,query_1,"['GO:0005634', 'GO:0012505', 'GO:0031967']"
GO:BP,GO:0060048,cardiac muscle contraction,0.0023372015329113684,True,"""Muscle contraction of cardiac muscle tissue."" [GOC:dph]",131,275,8,26944,0.02909090909090909,0.061068702290076333,query_1,"['GO:0006941', 'GO:0060047']"
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,0.0023905711958762815,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3427,275,58,26944,0.2109090909090909,0.016924423694193173,query_1,"['GO:0009893', 'GO:0043170', 'GO:0060255']"
GO:BP,GO:0006418,tRNA aminoacylation for protein translation,0.0023905711958762815,True,"""The synthesis of aminoacyl tRNA by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid group of an amino acid, to be used in ribosome-mediated polypeptide synthesis."" [GOC:ma]",42,275,5,26944,0.01818181818181818,0.11904761904761904,query_1,"['GO:0006412', 'GO:0043039']"
GO:BP,GO:0051716,cellular response to stimulus,0.0023905711958762815,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",8752,275,120,26944,0.43636363636363634,0.013711151736745886,query_1,"['GO:0009987', 'GO:0050896']"
GO:BP,GO:0006898,receptor-mediated endocytosis,0.0023905711958762815,True,"""An endocytosis process in which cell surface receptors ensure specificity of transport. A specific receptor on the cell surface binds tightly to the extracellular macromolecule (the ligand) that it recognizes; the plasma-membrane region containing the receptor-ligand complex then undergoes endocytosis, forming a transport vesicle containing the receptor-ligand complex and excluding most other plasma-membrane proteins. Receptor-mediated endocytosis generally occurs via clathrin-coated pits and vesicles."" [GOC:mah, ISBN:0716731363]",254,275,11,26944,0.04,0.04330708661417323,query_1,['GO:0006897']
GO:BP,GO:0048583,regulation of response to stimulus,0.0023905711958762815,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",3987,275,65,26944,0.23636363636363636,0.016302984700275896,query_1,"['GO:0050789', 'GO:0050896']"
GO:BP,GO:0099003,vesicle-mediated transport in synapse,0.0024244255983463365,True,"""Any vesicle-mediated transport that occurs in a synapse."" [GOC:dos]",255,275,11,26944,0.04,0.043137254901960784,query_1,['GO:0016192']
GO:BP,GO:0009605,response to external stimulus,0.002429036227698076,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]",3042,275,53,26944,0.19272727272727272,0.017422748191978962,query_1,['GO:0050896']
GO:MF,GO:0031625,ubiquitin protein ligase binding,0.002453741297286551,True,"""Binding to a ubiquitin protein ligase enzyme, any of the E3 proteins."" [GOC:vp]",331,273,13,25063,0.047619047619047616,0.03927492447129909,query_1,['GO:0044389']
GO:MF,GO:0042802,identical protein binding,0.0025384541228198926,True,"""Binding to an identical protein or proteins."" [GOC:jl]",2369,273,46,25063,0.1684981684981685,0.019417475728155338,query_1,['GO:0005515']
GO:MF,GO:0004812,aminoacyl-tRNA ligase activity,0.0026044374861832905,True,"""Catalysis of the formation of aminoacyl-tRNA from ATP, amino acid, and tRNA with the release of diphosphate and AMP."" [ISBN:0198506732]",42,273,5,25063,0.018315018315018316,0.11904761904761904,query_1,"['GO:0016875', 'GO:0140101']"
GO:MF,GO:0016875,"ligase activity, forming carbon-oxygen bonds",0.0026044374861832905,True,"""Catalysis of the joining of two molecules via a carbon-oxygen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."" [EC:6.1.-.-, GOC:mah]",42,273,5,25063,0.018315018315018316,0.11904761904761904,query_1,['GO:0016874']
GO:BP,GO:0006356,regulation of transcription by RNA polymerase I,0.0026127240459238184,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase I."" [GOC:go_curators]",43,275,5,26944,0.01818181818181818,0.11627906976744186,query_1,"['GO:0006355', 'GO:0006360']"
GO:BP,GO:0040007,growth,0.002638965449683085,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]",1044,275,25,26944,0.09090909090909091,0.023946360153256706,query_1,['GO:0008150']
GO:BP,GO:0050770,regulation of axonogenesis,0.00272798971940227,True,"""Any process that modulates the frequency, rate or extent of axonogenesis, the generation of an axon, the long process of a neuron."" [GOC:ai]",174,275,9,26944,0.03272727272727273,0.05172413793103448,query_1,"['GO:0007409', 'GO:0010975', 'GO:0022603']"
GO:BP,GO:0006360,transcription by RNA polymerase I,0.002761873287891546,True,"""The synthesis of RNA from a DNA template by RNA polymerase I (RNAP I), originating at an RNAP I promoter."" [GOC:jl, GOC:txnOH]",70,275,6,26944,0.02181818181818182,0.08571428571428572,query_1,['GO:0006351']
GO:MF,GO:0000182,rDNA binding,0.0028508245894601635,True,"""Binding to a DNA sequence encoding a ribosomal RNA."" [GOC:mah]",9,273,3,25063,0.01098901098901099,0.3333333333333333,query_1,['GO:1990837']
GO:MF,GO:0016874,ligase activity,0.003060922352852264,True,"""Catalysis of the joining of two molecules, or two groups within a single molecule, using the energy from the hydrolysis of ATP, a similar triphosphate, or a pH gradient."" [GOC:mah]",171,273,9,25063,0.03296703296703297,0.05263157894736842,query_1,['GO:0003824']
GO:BP,GO:0043039,tRNA aminoacylation,0.0031518179818807437,True,"""The chemical reactions and pathways by which the various amino acids become bonded to their corresponding tRNAs. The most common route for synthesis of aminoacyl tRNA is by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid group of an amino acid, usually catalyzed by the cognate aminoacyl-tRNA ligase. A given aminoacyl-tRNA ligase aminoacylates all species of an isoaccepting group of tRNA molecules."" [GOC:ma, GOC:mah, MetaCyc:Aminoacyl-tRNAs]",45,275,5,26944,0.01818181818181818,0.1111111111111111,query_1,"['GO:0006399', 'GO:0043038']"
GO:BP,GO:0086003,cardiac muscle cell contraction,0.0031816166357884006,True,"""The actin filament-based process in which cytoplasmic actin filaments slide past one another resulting in contraction of a cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",72,275,6,26944,0.02181818181818182,0.08333333333333333,query_1,"['GO:0060048', 'GO:0070252']"
GO:CC,GO:0038201,TOR complex,0.003285681955838151,True,"""A protein complex that contains at least TOR (target of rapamycin) in complex with other signaling components. Mediates the phosphorylation and activation of downstream signaling components including PKB (AKT) or S6K."" [Wikipedia:MTORC1, Wikipedia:MTORC2]",13,277,3,26995,0.010830324909747292,0.23076923076923078,query_1,['GO:0140535']
GO:CC,GO:0035060,brahma complex,0.003285681955838151,True,"""A SWI/SNF-type complex that contains 8 to 14 proteins, including both conserved (core) and nonconserved components; contains the ATPase product of the Drosophila brm (brahma) or mammalian SMARCA2/BAF190B/BRM gene, or an ortholog thereof."" [GOC:bhm, PMID:10809665, PMID:12482982]",13,277,3,26995,0.010830324909747292,0.23076923076923078,query_1,['GO:0070603']
GO:BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,0.0033362889098723174,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections."" [GOC:krc]",751,275,20,26944,0.07272727272727272,0.02663115845539281,query_1,"['GO:0031344', 'GO:0120036']"
GO:BP,GO:0043038,amino acid activation,0.003420672807348836,True,"""The modification of an amino acid to an active form, for incorporation into a peptide, protein or other macromolecule."" [GOC:jl]",46,275,5,26944,0.01818181818181818,0.10869565217391304,query_1,['GO:0006520']
GO:MF,GO:0044389,ubiquitin-like protein ligase binding,0.0035014080573356234,True,"""Binding to a ubiquitin-like protein ligase, such as ubiquitin-ligase."" [GOC:jl]",350,273,13,25063,0.047619047619047616,0.037142857142857144,query_1,['GO:0019899']
GO:BP,GO:0006359,regulation of transcription by RNA polymerase III,0.0035848085792774733,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA ploymerase III."" [GOC:go_curators]",25,275,4,26944,0.014545454545454545,0.16,query_1,"['GO:0006355', 'GO:0006383']"
GO:BP,GO:0060284,regulation of cell development,0.0035848085792774733,True,"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]",941,275,23,26944,0.08363636363636363,0.024442082890541977,query_1,"['GO:0045595', 'GO:0048468']"
GO:BP,GO:0034643,"establishment of mitochondrion localization, microtubule-mediated",0.0035848085792774733,True,"""The directed movement of the mitochondrion to a specific location, by a process involving microtubules."" [GOC:mah, PMID:12972644, PMID:15979253, PMID:16306220]",25,275,4,26944,0.014545454545454545,0.16,query_1,"['GO:0007018', 'GO:0051654']"
GO:BP,GO:0047497,mitochondrion transport along microtubule,0.0035848085792774733,True,"""The directed movement of a mitochondrion along a microtubule, mediated by motor proteins."" [GOC:ecd]",25,275,4,26944,0.014545454545454545,0.16,query_1,"['GO:0034643', 'GO:0072384']"
GO:BP,GO:0007417,central nervous system development,0.0035848085792774733,True,"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]",1006,275,24,26944,0.08727272727272728,0.02385685884691849,query_1,"['GO:0007399', 'GO:0048731']"
GO:BP,GO:0007154,cell communication,0.0035936888177119128,True,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",7582,275,106,26944,0.38545454545454544,0.013980480084410446,query_1,['GO:0009987']
GO:BP,GO:0019222,regulation of metabolic process,0.0038190448133042635,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",6882,275,98,26944,0.3563636363636364,0.014240046498111014,query_1,"['GO:0008152', 'GO:0050789']"
GO:BP,GO:2000026,regulation of multicellular organismal development,0.003873788598280129,True,"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]",1550,275,32,26944,0.11636363636363636,0.02064516129032258,query_1,"['GO:0007275', 'GO:0050793', 'GO:0051239']"
GO:BP,GO:0031344,regulation of cell projection organization,0.003943922124044864,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]",765,275,20,26944,0.07272727272727272,0.026143790849673203,query_1,"['GO:0030030', 'GO:0051128']"
GO:BP,GO:0110020,regulation of actomyosin structure organization,0.003991184285436821,True,"""Any process that modulates the frequency, rate or extent of the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin."" [GOC:lf, PMID:22790195]",109,275,7,26944,0.025454545454545455,0.06422018348623854,query_1,"['GO:0031032', 'GO:0032956']"
GO:CC,GO:0005774,vacuolar membrane,0.004074983532970817,True,"""The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell."" [GOC:ai]",358,277,12,26995,0.04332129963898917,0.0335195530726257,query_1,"['GO:0005773', 'GO:0098588']"
GO:CC,GO:0071944,cell periphery,0.0040909790517445754,True,"""The broad region around and including the plasma membrane of a cell, encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]",6862,277,96,26995,0.34657039711191334,0.013990090352666861,query_1,['GO:0110165']
GO:CC,GO:0005694,chromosome,0.0041894805852229445,True,"""A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."" [ISBN:0198547684]",1429,277,29,26995,0.10469314079422383,0.020293911826452064,query_1,['GO:0043232']
GO:BP,GO:0007409,axonogenesis,0.00422575402339748,True,"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]",481,275,15,26944,0.05454545454545454,0.031185031185031187,query_1,"['GO:0048667', 'GO:0048812', 'GO:0061564']"
GO:BP,GO:1903115,regulation of actin filament-based movement,0.00422575402339748,True,"""Any process that modulates the frequency, rate or extent of actin filament-based movement."" [GO_REF:0000058, GOC:TermGenie, PMID:24798735]",49,275,5,26944,0.01818181818181818,0.10204081632653061,query_1,"['GO:0030048', 'GO:0032970']"
GO:BP,GO:0048878,chemical homeostasis,0.004498916347108603,True,"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]",1091,275,25,26944,0.09090909090909091,0.022914757103574702,query_1,['GO:0042592']
GO:BP,GO:0040008,regulation of growth,0.0047231835495656505,True,"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]",658,275,18,26944,0.06545454545454546,0.02735562310030395,query_1,"['GO:0040007', 'GO:0050789']"
GO:BP,GO:0060322,head development,0.0047231835495656505,True,"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]",778,275,20,26944,0.07272727272727272,0.02570694087403599,query_1,['GO:0048856']
GO:CC,GO:0071565,nBAF complex,0.004766976082487784,True,"""A SWI/SNF-type complex that is found in post-mitotic neurons, and in human contains actin and proteins encoded by the ARID1A/BAF250A or ARID1B/BAF250B, SMARCD1/BAF60A, SMARCD3/BAF60C, SMARCA2/BRM/BAF190B, SMARCA4/BRG1/BAF190A, SMARCB1/BAF47, SMARCC1/BAF155, SMARCE1/BAF57, SMARCC2/BAF170, DPF1/BAF45B, DPF3/BAF45C, ACTL6B/BAF53B genes. The nBAF complex along with CREST plays a role regulating the activity of genes essential for dendrite growth."" [GOC:mah, GOC:ss, PMID:17640523]",15,277,3,26995,0.010830324909747292,0.2,query_1,['GO:0070603']
GO:CC,GO:0031965,nuclear membrane,0.004825938982404429,True,"""Either of the lipid bilayers that surround the nucleus and form the nuclear envelope; excludes the intermembrane space."" [GOC:mah, GOC:pz]",316,277,11,26995,0.039711191335740074,0.03481012658227848,query_1,"['GO:0005635', 'GO:0031090']"
GO:BP,GO:0023052,signaling,0.004888101195513019,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",7472,275,104,26944,0.3781818181818182,0.013918629550321198,query_1,['GO:0050789']
GO:CC,GO:0098685,Schaffer collateral - CA1 synapse,0.004983569363799666,True,"""A synapse between the Schaffer collateral axon of a CA3 pyramidal cell and a CA1 pyramidal cell."" [PMID:16399689]",134,277,7,26995,0.02527075812274368,0.05223880597014925,query_1,['GO:0045202']
GO:BP,GO:0010906,regulation of glucose metabolic process,0.005012774150550717,True,"""Any process that modulates the rate, frequency or extent of glucose metabolism. Glucose metabolic processes are the chemical reactions and pathways involving glucose, the aldohexose gluco-hexose."" [GOC:BHF, GOC:tb]",114,275,7,26944,0.025454545454545455,0.06140350877192982,query_1,"['GO:0006006', 'GO:0006109', 'GO:0062012']"
GO:BP,GO:0007623,circadian rhythm,0.00513686186234333,True,"""Any biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators]",238,275,10,26944,0.03636363636363636,0.04201680672268908,query_1,['GO:0048511']
GO:BP,GO:0032879,regulation of localization,0.00513686186234333,True,"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]",2161,275,40,26944,0.14545454545454545,0.01850994909763998,query_1,"['GO:0050789', 'GO:0051179']"
GO:BP,GO:0051171,regulation of nitrogen compound metabolic process,0.005676635757355271,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]",5229,275,78,26944,0.28363636363636363,0.01491681009753299,query_1,"['GO:0006807', 'GO:0019222']"
GO:BP,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.00574859420279715,True,"""Any process involved in the maturation of a precursor Small SubUnit (SSU) ribosomal RNA (rRNA) molecule into a mature SSU-rRNA molecule from the pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, 5.8S rRNA, and the Large Subunit (LSU) in that order from 5' to 3' along the primary transcript."" [GOC:curators]",29,275,4,26944,0.014545454545454545,0.13793103448275862,query_1,['GO:0030490']
GO:BP,GO:0009583,detection of light stimulus,0.00574859420279715,True,"""The series of events in which a light stimulus (in the form of photons) is received and converted into a molecular signal."" [GOC:go_curators]",53,275,5,26944,0.01818181818181818,0.09433962264150944,query_1,"['GO:0009416', 'GO:0009581', 'GO:0009582']"
GO:BP,GO:0061061,muscle structure development,0.005846657230257153,True,"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]",733,275,19,26944,0.06909090909090909,0.02592087312414734,query_1,['GO:0048856']
GO:BP,GO:0070327,thyroid hormone transport,0.005901179788099163,True,"""The directed movement of thyroid hormone into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:rph]",12,275,3,26944,0.01090909090909091,0.25,query_1,['GO:0009914']
GO:BP,GO:0015801,aromatic amino acid transport,0.005901179788099163,True,"""The directed movement of aromatic amino acids, amino acids with aromatic ring, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",12,275,3,26944,0.01090909090909091,0.25,query_1,['GO:0006865']
GO:BP,GO:0010975,regulation of neuron projection development,0.005983378191003801,True,"""Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]",558,275,16,26944,0.05818181818181818,0.02867383512544803,query_1,"['GO:0031175', 'GO:0120035']"
GO:BP,GO:0001558,regulation of cell growth,0.006037460941818318,True,"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]",447,275,14,26944,0.05090909090909091,0.03131991051454139,query_1,"['GO:0016049', 'GO:0040008', 'GO:0051128']"
GO:BP,GO:0030705,cytoskeleton-dependent intracellular transport,0.006321693701644441,True,"""The directed movement of substances along cytoskeletal fibers such as microfilaments or microtubules within a cell."" [GOC:mah]",201,275,9,26944,0.03272727272727273,0.04477611940298507,query_1,['GO:0046907']
GO:BP,GO:0042752,regulation of circadian rhythm,0.006334641117015972,True,"""Any process that modulates the frequency, rate or extent of a circadian rhythm. A circadian rhythm is a biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:dph, GOC:jl, GOC:tb]",120,275,7,26944,0.025454545454545455,0.058333333333333334,query_1,"['GO:0007623', 'GO:0050789']"
GO:CC,GO:0042734,presynaptic membrane,0.006458398809295951,True,"""A specialized area of membrane of the axon terminal that faces the plasma membrane of the neuron or muscle fiber with which the axon terminal establishes a synaptic junction; many synaptic junctions exhibit structural presynaptic characteristics, such as conical, electron-dense internal protrusions, that distinguish it from the remainder of the axon plasma membrane."" [GOC:jl, ISBN:0815316194]",229,277,9,26995,0.032490974729241874,0.039301310043668124,query_1,"['GO:0097060', 'GO:0098793']"
GO:BP,GO:0051646,mitochondrion localization,0.00646597684306896,True,"""Any process in which a mitochondrion or mitochondria are transported to, and/or maintained in, a specific location within the cell."" [GOC:ai]",55,275,5,26944,0.01818181818181818,0.09090909090909091,query_1,['GO:0051640']
GO:MF,GO:0140657,ATP-dependent activity,0.006507295108526839,True,"""A molecular function characterized by the coupling of ATP hydrolysis to other steps of a reaction mechanism to make the reaction energetically favorable, for example to catalyze a reaction or drive transport against a concentration gradient."" [PMID:24878343, PMID:25750732, PMID:32933017, PMID:33818025, PMID:33873056, PMID:33988324]",585,273,17,25063,0.06227106227106227,0.02905982905982906,query_1,['GO:0003674']
GO:BP,GO:0009888,tissue development,0.006591332712874651,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",2122,275,39,26944,0.14181818181818182,0.018378887841658812,query_1,['GO:0048856']
GO:BP,GO:0043604,amide biosynthetic process,0.006591332712874651,True,"""The chemical reactions and pathways resulting in the formation of an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group."" [GOC:curators]",868,275,21,26944,0.07636363636363637,0.024193548387096774,query_1,"['GO:0043603', 'GO:0044271']"
GO:BP,GO:0043043,peptide biosynthetic process,0.006815372933239791,True,"""The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide."" [GOC:dph, GOC:jl]",746,275,19,26944,0.06909090909090909,0.02546916890080429,query_1,"['GO:0006518', 'GO:0043604', 'GO:1901566']"
GO:BP,GO:0046907,intracellular transport,0.006924311545941201,True,"""The directed movement of substances within a cell."" [GOC:ai]",1337,275,28,26944,0.10181818181818182,0.020942408376963352,query_1,"['GO:0006810', 'GO:0051641', 'GO:0051649']"
GO:BP,GO:0010977,negative regulation of neuron projection development,0.0069323565580858065,True,"""Any process that decreases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]",162,275,8,26944,0.02909090909090909,0.04938271604938271,query_1,"['GO:0010975', 'GO:0031175', 'GO:0031345']"
